"entity_name","ls","p"
"PS 111 JACOB BLACKWELL",0.425065714655971,0.00113465551712564
"PS 88 SENECA",0.428876909177242,0.00302818031901697
"PS 173 FRESH MEADOW",0.430826052605677,0.00338937291128526
"WATERSIDE SCHOOL FOR LEADERSHIP",0.435500620765725,0.000893860455613444
"PS 148",0.436359429836265,0.00265969090670286
"PS 153 MASPETH ELEMENTARY",0.439969530001604,0.00396217328488245
"PS 191 MAYFLOWER",0.442170044226859,0.00126234986792756
"KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",0.44599019658185,0.000966828656071684
"PS 32 STATE STREET",0.447572487477967,0.00350977044204136
"HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY",0.449849995809216,0.00169286225063117
"PS 85 JUDGE CHARLES VALLONE",0.454315931719143,0.00210878099324314
"EAST ELMHURST COMMUNITY SCHOOL",0.455502586523306,0.00166732338047079
"OUR WORLD NEIGHBORHOOD CS 2",0.456929459369427,0.000346598952176641
"PS 161 ARTHUR ASHE SCHOOL",0.459988764620274,0.00211242940326606
"PS 144 COL JEROMUS REMSEN",0.461456818991802,0.0030975001094523
"PS 160 WALTER FRANCIS BISHOP",0.466086955978486,0.0020358127927849
"PS 101 SCHOOL IN THE GARDENS",0.467005488473871,0.00237876333493863
"PS/IS 87 MIDDLE VILLAGE",0.467151634540862,0.00198838346248705
"PS 162 JOHN GOLDEN",0.469791368246464,0.00236052128482407
"PS 71 FOREST",0.478739090465323,0.00237146651489281
"PS 184 FLUSHING MANOR",0.482051605705866,0.00176947886111233
"PS 98 DOUGLASTON SCHOOL (THE)",0.485989083392889,0.00095953183602586
"WAVE PREPARATORY ELEMENTARY SCHOOL",0.488095898206405,0.00180961137136436
"MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL",0.489422161125547,0.00146666082921063
"PS 155",0.490884371379535,0.00181325978138727
"PS 149 CHRISTA MCAULIFFE",0.49991988114769,0.00354260613224757
"PS 131 ABIGAIL ADAMS",0.501635979502364,0.00271806546706945
"PS 81 JEAN PAUL RICHTER",0.50630997997792,0.00219634283379303
"ROCKAWAY COLLEGIATE HIGH SCHOOL",0.507326802057282,0.00110181982691943
"PS 55 MAURE",0.507605993187385,0.00160530041008129
"PS 43",0.512204770368587,0.00295521211855873
"PS 123",0.517293932540048,0.00226201421420545
"PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS",0.517683798765584,0.000985070706186244
"FORTE PREPARATORY ACADEMY CHARTER",0.521725270865519,0.000649416984078339
"PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL",0.526582155347823,0.00132802124833997
"PS 196 GRAND CENTRAL PARKWAY",0.534127227027965,0.00368124571311822
"IS 145 JOSEPH PULITZER",0.536826665446289,0.00624972636924828
"BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY",0.539347970619911,0.00143747354902733
"IS 237",0.540867241530926,0.0050421026516644
"ELM TREE ELEMENTARY SCHOOL",0.548053792009324,0.00175853363104359
"PS 188 KINGSBURY",0.552562337949703,0.00250280927571764
"PS 203 OAKLAND GARDENS",0.55294591540287,0.00313033579965851
"MS 53 BRIAN PICCOLO",0.554224429175006,0.000828189075201027
"YORK EARLY COLLEGE ACADEMY",0.555394557218756,0.00239700538505319
"PS 91 RICHARD ARKWRIGHT",0.555920076486309,0.00237876333493863
"PS 223 LYNDON B JOHNSON",0.558341805503317,0.0018205566014331
"PS 330",0.561617600839007,0.00206864848299111
"PS 49 DOROTHY BONAWIT KOLE",0.563158884919512,0.00437079520744859
"NEW VISIONS CHARTER HS-HUMANITIES IV",0.56382499951958,0.000693197904353283
"PS 183 DR RICHARD R GREEN",0.564177428411217,0.00163083928024167
"IS 61 LEONARDO DA VINCI",0.567289634619524,0.00815419640120835
"FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL",0.568359072688095,0.0012149205376297
"PS 14 FAIRVIEW",0.577767286134873,0.00574624578608642
"PS 280",0.582012179642774,0.0022766078542971
"PS/IS 113 ANTHONY J PRANZO",0.58346969362677,0.00310844533952104
"PS 45 CLARENCE WITHERSPOON",0.593777251666151,0.00095953183602586
"PS 68 CAMBRIDGE",0.594418268733518,0.00198108664244122
"VILLAGE ACADEMY",0.595779853928457,0.00137180216861492
"PS 106",0.603371188287076,0.000693197904353283
"SUCCESS ACADEMY CHARTER SCH-NYC 13",0.604242584103913,0.00112735869707981
"PS 105 BAY SCHOOL (THE)",0.621737337134747,0.00292237642835252
"PS 140 EDWARD K ELLINGTON",0.6223774958164,0.00163083928024167
"PS 146 HOWARD BEACH",0.624184041468211,0.00215256191351809
"PS 16 NANCY DEBENEDITTIS SCHOOL (THE)",0.635301400600122,0.00551274754462005
"PS 163 FLUSHING HEIGHTS",0.643855114895596,0.00271441705704654
"AUGUST MARTIN HIGH SCHOOL",0.651685240490982,0.00113100710710272
"PS 34 JOHN HARVARD",0.662985720589807,0.00202121915269326
"PS 110",0.665383341585467,0.00326167856048334
"JAMAICA CHILDREN'S SCHOOL",0.680300518958725,0.000722385184536579
"REDWOOD MIDDLE SCHOOL",0.68929015670406,0.00125140463785882
"PS 120",0.691592852378175,0.00342585701151438
"PS 143 LOUIS ARMSTRONG",0.6959423029336,0.00497643127125199
"PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER",0.697436803154154,0.00168556543058535
"MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS",0.699010697047376,0.0013973410387753
"PS 24 ANDREW JACKSON",0.701753443877854,0.00369219094318696
"PS 19 MARINO JEANTET",0.70533570291626,0.00690644017337244
"INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS",0.709197201677635,0.00147395764925645
"PS 193 ALFRED J KENNEDY",0.709587150518662,0.00186068911168513
"GOLDIE MAPLE ACADEMY",0.710139526105052,0.00132802124833997
"CATHERINE AND COUNT BASIE MIDDLE SCHOOL 72",0.713339681457666,0.00124775622783591
"QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE",0.716493294414602,0.00173299476088321
