"school_name","grade","subject","n_tested","school_mean","nys_mean","sd","z_score"
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","5","ELA",127,615,599,9.31679134957118,1.71732943238408
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","5","Math",127,633,600,10.5199311573998,3.13690265708513
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","6","ELA",99,618,598,10.1228499667514,1.97572818580639
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","6","Math",99,628,600,10.2858259807726,2.72219266127395
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","7","ELA",129,622,600,9.83761226983842,2.23631501187039
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","7","Math",129,632,601,10.6493744935478,2.91096909201402
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","8","ELA",110,617,600,9.19627210164209,1.84857514132976
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","3","ELA",82,618,600,8.93549570747314,2.01443776476171
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","3","Math",82,626,600,9.56336548656681,2.71870818244068
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","4","ELA",73,618,599,9.0234455676591,2.10562582303348
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","4","Math",73,636,600,10.3950780607035,3.46317745665524
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","3","ELA",91,616,600,8.93549570747314,1.79061134645485
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","3","Math",92,626,600,9.56336548656681,2.71870818244068
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","4","ELA",70,616,599,9.0234455676591,1.88398099955627
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","4","Math",70,625,600,10.3950780607035,2.40498434489947
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","5","ELA",111,614,599,9.31679134957118,1.60999634286008
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","5","Math",111,632,600,10.5199311573998,3.04184500080983
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","6","ELA",102,617,598,10.1228499667514,1.87694177651607
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","6","Math",101,628,600,10.2858259807726,2.72219266127395
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","7","ELA",56,620,600,9.83761226983842,2.0330136471549
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","7","Math",55,630,601,10.6493744935478,2.72316463446473
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","8","ELA",34,623,600,9.19627210164209,2.50101342650498
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","3","ELA",88,620,600,8.93549570747314,2.23826418306856
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","3","Math",88,625,600,9.56336548656681,2.61414248311604
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","4","ELA",84,619,599,9.0234455676591,2.21644823477209
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","4","Math",83,631,600,10.3950780607035,2.98218058767535
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","3","ELA",70,621,600,8.93549570747314,2.35017739222199
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","3","Math",70,625,600,9.56336548656681,2.61414248311604
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","4","ELA",43,614,599,9.0234455676591,1.66233617607906
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","4","Math",43,626,600,10.3950780607035,2.50118371869545
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","5","ELA",145,616,599,9.31679134957118,1.82466252190809
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","5","Math",145,627,600,10.5199311573998,2.56655671943329
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","6","ELA",72,617,598,10.1228499667514,1.87694177651607
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","6","Math",72,628,600,10.2858259807726,2.72219266127395
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","7","ELA",19,621,600,9.83761226983842,2.13466432951265
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","7","Math",19,635,601,10.6493744935478,3.19267577833796
"SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA","3","ELA",51,616,600,8.93549570747314,1.79061134645485
"SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA","3","Math",52,622,600,9.56336548656681,2.30044538514211
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","3","ELA",96,624,600,8.93549570747314,2.68591701968227
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","3","Math",95,629,600,9.56336548656681,3.03240528041461
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","4","ELA",90,615,599,9.0234455676591,1.77315858781767
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","4","Math",90,631,600,10.3950780607035,2.98218058767535
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","5","ELA",114,621,599,9.31679134957118,2.36132796952811
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","5","Math",114,636,600,10.5199311573998,3.42207562591105
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","6","ELA",97,621,598,10.1228499667514,2.27208741367734
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","6","Math",93,629,600,10.2858259807726,2.81941382774801
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","7","ELA",36,625,600,9.83761226983842,2.54126705894363
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","7","Math",36,639,601,10.6493744935478,3.56828469343654
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","3","ELA",84,624,600,8.93549570747314,2.68591701968227
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","3","Math",84,632,600,9.56336548656681,3.34610237838853
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","4","ELA",88,623,599,9.0234455676591,2.6597378817265
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","4","Math",88,635,600,10.3950780607035,3.36697808285926
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","5","ELA",139,622,599,9.31679134957118,2.46866105905212
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","5","Math",139,632,600,10.5199311573998,3.04184500080983
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","6","ELA",90,614,598,10.1228499667514,1.58058254864511
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","6","Math",89,626,600,10.2858259807726,2.52775032832581
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","7","ELA",55,621,600,9.83761226983842,2.13466432951265
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","7","Math",55,629,601,10.6493744935478,2.62926240569008
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","8","ELA",26,626,600,9.19627210164209,2.82723256909258
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","3","ELA",63,621,600,8.93549570747314,2.35017739222199
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","3","Math",64,625,600,9.56336548656681,2.61414248311604
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","4","ELA",71,617,599,9.0234455676591,1.99480341129488
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","4","Math",71,630,600,10.3950780607035,2.88598121387937
