"entity_name","ls","p"
"PS 234 INDEPENDENCE SCHOOL",0.918424909921032,0.00391467359341306
"PS 6 LILLIE D BLAKE",0.91919209160685,0.00360836110566556
"PS 41 GREENWICH VILLAGE",0.919198998882992,0.00389629484414821
"PS 77 LOWER LAB SCHOOL",0.923084279151812,0.002205449911782
"PS 184 SHUANG WEN",0.971842092319709,0.00391467359341306
"NYC LAB MS FOR COLLABORATIVE STUDIES",1.02687363271196,0.00344907861203686
"PS 2 MEYER LONDON",1.15396622600485,0.0028058223877671
"MS 131",1.2090186005335,0.00245662615173495
"STUYVESANT HIGH SCHOOL",1.23173928861291,0.020345275436189
"PS 42 BENJAMIN ALTMAN",1.52163929423997,0.00332042736718291
"PS 130 HERNANDO DE SOTO",1.54997997339205,0.00502965104881396
"HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",1.64034033612548,0.00246887865124485
"PS 124 YUNG WING",1.84877347565803,0.00376151734953931
